timestamp,location_id,latitude,longitude,congestion_level,vehicle_count,average_speed,road_type
2025-02-02 21:42:39.561540,1,40.71337771920921,-74.0077250577819,0.1921834712590309,51,49.020900531792144,boulevard
2025-02-02 21:42:39.561540,2,40.72095368255335,-73.99782111042637,0.2682759118692124,115,42.66795260599453,highway
2025-02-02 21:42:39.561540,3,40.73430349642218,-73.98464506281684,0.212976276077044,93,46.92037413662092,highway
2025-02-02 21:42:39.561540,4,40.742871858047415,-73.97446861444921,0.06573993137272083,35,52.53079250594066,residential
2025-02-02 21:42:39.561540,5,40.75378834916964,-73.96773287383141,0.18886202183965883,79,48.49028156680808,residential
2025-02-02 21:42:39.561540,6,40.76285623637949,-73.95620649265022,0.09530059623632199,9,56.169464547432476,avenue
2025-02-02 21:42:39.561540,7,40.772487166847306,-73.94527057818439,0.3744209646906387,207,39.61212183084301,avenue
2025-02-02 21:42:39.561540,8,40.78355165510067,-73.9361821405873,0.3913757817475803,148,43.778243078110954,boulevard
2025-02-02 21:42:39.561540,9,40.79168880361424,-73.92437016676573,0.1569221528074922,58,48.740888761054244,avenue
2025-02-02 21:42:39.561540,10,40.80224043057285,-73.9147633591569,0.05277821045795403,43,54.36038727304857,avenue
2025-02-02 22:42:39.561540,1,40.7123631188233,-74.00727143028749,0.12126323018421421,23,55.17639636061839,main_street
2025-02-02 22:42:39.561540,2,40.72329598296967,-73.99472974758942,0.03542251432761709,-26,55.67885683790252,boulevard
2025-02-02 22:42:39.561540,3,40.73114471200278,-73.98478968921567,0.3319292161913877,162,47.322961279014635,highway
2025-02-02 22:42:39.561540,4,40.74448836809762,-73.9748303498282,0.36666212347642446,230,44.76503217782701,boulevard
2025-02-02 22:42:39.561540,5,40.75322209309429,-73.96458977903598,0.2710664520525775,86,45.165395299191665,boulevard
2025-02-02 22:42:39.561540,6,40.760865848392896,-73.95562093795354,0.06923699265540365,69,55.26114702778118,boulevard
2025-02-02 22:42:39.561540,7,40.773501826894396,-73.94460531491046,0.33879749666202247,206,42.303257737656665,main_street
2025-02-02 22:42:39.561540,8,40.78389187134652,-73.93600627912282,0.2751327776651745,186,44.66395590896219,main_street
2025-02-02 22:42:39.561540,9,40.793690015805254,-73.92694599019465,0.2871049465859758,167,40.78552218088482,avenue
2025-02-02 22:42:39.561540,10,40.80328855705019,-73.91545829325618,0.05369849807135679,47,52.61274388534609,residential
2025-02-02 23:42:39.561540,1,40.71416088222075,-74.00742454437156,0.0325185895313036,-7,55.83334364114103,boulevard
2025-02-02 23:42:39.561540,2,40.72323993165572,-73.99673486114487,0.17995564907586237,39,47.31841964378715,highway
2025-02-02 23:42:39.561540,3,40.73160559899907,-73.98720775900988,0.01104005247228304,-44,59.11537361018105,highway
2025-02-02 23:42:39.561540,4,40.744262526365475,-73.97649679318347,0.05161667552553029,13,54.92809706342885,highway
2025-02-02 23:42:39.561540,5,40.75442707054783,-73.96755433699941,0.16459231224423082,88,48.43584105901269,residential
2025-02-02 23:42:39.561540,6,40.764202618979006,-73.95625475913855,0.20013404085947856,94,51.320134271451224,highway
2025-02-02 23:42:39.561540,7,40.77325565867833,-73.94516479783012,0.24966175817781774,169,52.4709760677427,avenue
2025-02-02 23:42:39.561540,8,40.781534745462615,-73.93710803390883,0.034473848689270614,-17,62.51005261475255,main_street
2025-02-02 23:42:39.561540,9,40.79093577140171,-73.92725299361608,0.25471864785208775,121,44.72883915437875,main_street
2025-02-02 23:42:39.561540,10,40.8020679129477,-73.91714862366692,0.34124309203247755,162,46.51723355872069,boulevard
