timestamp,location_id,latitude,longitude,air_quality_index,noise_level,green_cover_percent,water_quality_index
2025-02-02 23:07:12.130492,1,40.717776,-74.000974,108.97508965761722,87.14422601041146,24.23424936380888,63.14925099022457
2025-02-02 23:07:12.130492,2,40.727776,-73.990974,95.22716345852314,82.79122473336093,30.825179730063937,63.228832454237484
2025-02-02 23:07:12.130492,3,40.737776000000004,-73.980974,93.32572591730006,75.48855260271777,28.914531982781952,55.62891725833604
2025-02-02 23:07:12.130492,4,40.747776,-73.970974,89.04876687017115,69.30733141597536,50.11979058878801,68.72667581181746
2025-02-02 23:07:12.130492,5,40.757776,-73.960974,91.9935553315266,62.03915885413702,54.204505594985136,70.78030743998286
2025-02-02 23:07:12.130492,6,40.767776,-73.950974,93.56443124422444,56.239818798716016,55.947416585489194,66.97289592488882
2025-02-02 23:07:12.130492,7,40.777776,-73.940974,81.20102423934345,62.42534631984368,52.042296198178626,73.8619606545329
2025-02-02 23:07:12.130492,8,40.787776,-73.930974,77.41144294986174,50.29275824264767,63.918677808957824,74.82889214351559
2025-02-02 23:07:12.130492,9,40.797776,-73.920974,62.750612884778775,47.94505071556823,55.60504654039248,72.66856315044485
2025-02-02 23:07:12.130492,10,40.807776000000004,-73.910974,57.67580623801248,42.04697912161492,67.2412609575308,87.13932749739573
2025-02-03 23:07:12.130492,1,40.717776,-74.000974,120.8039923212915,85.97689134912245,23.45742280078298,52.39137232090914
2025-02-03 23:07:12.130492,2,40.727776,-73.990974,112.1177919364531,83.06799787089425,36.259293496114125,60.10542160502658
2025-02-03 23:07:12.130492,3,40.737776000000004,-73.980974,100.32480545127113,71.83574886815268,47.78480182741673,67.958343484051
2025-02-03 23:07:12.130492,4,40.747776,-73.970974,100.67893988309257,64.66892611722758,35.40046692793919,72.19693723332487
2025-02-03 23:07:12.130492,5,40.757776,-73.960974,83.15051022977002,77.66747483182813,44.81228167419651,77.57080453810912
2025-02-03 23:07:12.130492,6,40.767776,-73.950974,92.81940109020196,62.97408393282113,41.59633440433122,69.01199407576311
2025-02-03 23:07:12.130492,7,40.777776,-73.940974,80.19878780920541,52.366848772612165,61.4976801186757,69.67207762171444
2025-02-03 23:07:12.130492,8,40.787776,-73.930974,71.84108346347335,65.3842885838772,55.292211256588324,69.17433457506208
2025-02-03 23:07:12.130492,9,40.797776,-73.920974,62.55566576414394,58.2018175729749,70.23682430552421,80.91270355540895
2025-02-03 23:07:12.130492,10,40.807776000000004,-73.910974,75.31756968025996,51.89443220887893,68.52221211036336,86.42530456377989
2025-02-04 23:07:12.130492,1,40.717776,-74.000974,117.4013711974449,82.96126621073729,36.16760852285084,48.531772680887414
2025-02-04 23:07:12.130492,2,40.727776,-73.990974,115.74891719125365,87.41175637472818,31.58894940320289,53.68670168912919
2025-02-04 23:07:12.130492,3,40.737776000000004,-73.980974,97.92451058814373,72.60645909207575,34.21205466745786,60.96295784055511
2025-02-04 23:07:12.130492,4,40.747776,-73.970974,101.17859784630937,81.18300702181637,35.16046508939141,63.79636810503426
2025-02-04 23:07:12.130492,5,40.757776,-73.960974,99.84585886965225,68.39325309762266,46.511123105635775,68.75220361099217
2025-02-04 23:07:12.130492,6,40.767776,-73.950974,81.44401015467314,65.00619897289369,43.19310634345628,62.64135375328968
2025-02-04 23:07:12.130492,7,40.777776,-73.940974,77.05028360057136,59.88521298723353,44.21706769966371,72.80838052772172
2025-02-04 23:07:12.130492,8,40.787776,-73.930974,71.97963256925667,62.61621330061058,60.796576287553265,86.21430657550094
2025-02-04 23:07:12.130492,9,40.797776,-73.920974,75.75812034297407,52.208488496030725,63.36934250476273,87.03576239305606
2025-02-04 23:07:12.130492,10,40.807776000000004,-73.910974,69.53236463743445,49.747461522036176,58.19839770498017,78.42360764083993
2025-02-05 23:07:12.130492,1,40.717776,-74.000974,123.32449101474906,82.60085286422725,33.64728961675677,51.73894375950616
2025-02-05 23:07:12.130492,2,40.727776,-73.990974,110.52809702753042,80.03861741824508,37.528064654899985,60.76628883808504
2025-02-05 23:07:12.130492,3,40.737776000000004,-73.980974,111.7250662743347,84.57497372626356,44.32666500305632,56.60068998550962
2025-02-05 23:07:12.130492,4,40.747776,-73.970974,110.5673571641369,81.63078050752232,45.75784341922402,57.860872392506465
