timestamp,location_id,latitude,longitude,congestion_level,vehicle_count,average_speed,road_type
2025-02-02 23:07:12.108401,1,40.711958746377235,-74.0066577349511,0.011422498554295502,47,54.728773276944665,highway
2025-02-02 23:07:12.108401,2,40.72311720458585,-73.99407361392574,0.29899669552046626,104,42.6656809827407,main_street
2025-02-02 23:07:12.108401,3,40.734588918313854,-73.98452948246131,0.028898203653088123,21,53.946458565682015,highway
2025-02-02 23:07:12.108401,4,40.74415651241636,-73.97450743480424,0.3192047761491059,112,47.49344989187601,highway
2025-02-02 23:07:12.108401,5,40.753658299023066,-73.96712954960223,0.11072840188979782,30,56.62160576800074,highway
2025-02-02 23:07:12.108401,6,40.76240211298452,-73.95642490722223,0.09580907344179845,13,55.10805919202876,main_street
2025-02-02 23:07:12.108401,7,40.77200419103541,-73.94793350006347,0.36066558654977854,167,41.87564777600823,main_street
2025-02-02 23:07:12.108401,8,40.78127345841467,-73.93438416694802,0.3751858120815508,158,38.80034223860753,highway
2025-02-02 23:07:12.108401,9,40.7935300054712,-73.92555274173073,0.21996708791764635,92,45.3412095643919,main_street
2025-02-02 23:07:12.108401,10,40.80217392859919,-73.91663886056737,0.371990009320104,224,40.41329584487624,main_street
2025-02-03 00:07:12.108401,1,40.71255149976653,-74.00768923996375,0.1451116538510652,94,56.40431561388412,highway
2025-02-03 00:07:12.108401,2,40.72396028557942,-73.99525126948322,0.3440921693531534,175,46.75400931538293,boulevard
2025-02-03 00:07:12.108401,3,40.733096497575275,-73.98731039458802,0.024571519068760844,1,57.01840694707293,avenue
2025-02-03 00:07:12.108401,4,40.74415956514082,-73.97516443114034,0.24106515866969858,110,43.746055315704375,residential
2025-02-03 00:07:12.108401,5,40.752931137386476,-73.96418629929086,0.01921141405046009,40,55.547051460735446,boulevard
2025-02-03 00:07:12.108401,6,40.76320841834369,-73.95712074063765,0.13971569173336654,46,56.03561883363391,highway
2025-02-03 00:07:12.108401,7,40.77408712769519,-73.94709832454568,0.3218637745770209,136,39.30442358297045,avenue
2025-02-03 00:07:12.108401,8,40.783683173875076,-73.93734033456552,0.07159888075382587,33,54.0104094531171,main_street
2025-02-03 00:07:12.108401,9,40.792619689294305,-73.92672712723652,0.16409748359414222,64,50.14587261632007,boulevard
2025-02-03 00:07:12.108401,10,40.802800711479186,-73.91713043067327,0.35994274550586103,209,37.39248354377955,residential
2025-02-03 01:07:12.108401,1,40.71202183981676,-74.00542292675803,0.2271188913805803,63,52.91848665307117,main_street
2025-02-03 01:07:12.108401,2,40.72078578910495,-73.99791923205989,0.16003306129025657,112,52.31418588126845,main_street
2025-02-03 01:07:12.108401,3,40.731010898961244,-73.9849600339192,0.31945113223639743,190,41.714220467763994,boulevard
2025-02-03 01:07:12.108401,4,40.74470845583721,-73.97405642453383,0.002565068184248981,-34,56.46541128742642,avenue
2025-02-03 01:07:12.108401,5,40.750986738769384,-73.96630377481111,0.11077055716672729,57,57.26908475014312,highway
2025-02-03 01:07:12.108401,6,40.76452858522624,-73.95538452534,0.38678413072689255,194,38.18615846736486,avenue
2025-02-03 01:07:12.108401,7,40.7734181737727,-73.94790930120615,0.2044413863191312,121,52.06592185498252,residential
2025-02-03 01:07:12.108401,8,40.783633784739614,-73.93666125682446,0.20599185853846136,152,48.66495872001593,avenue
2025-02-03 01:07:12.108401,9,40.79360392173912,-73.92694241644544,0.18526129348647324,74,52.26958442164686,avenue
2025-02-03 01:07:12.108401,10,40.80078548078576,-73.91674915486507,0.1208397025277746,99,56.73123006270297,highway
2025-02-03 02:07:12.108401,1,40.71128831855719,-74.00489384799099,0.3134763009549055,147,45.07875951592067,highway
2025-02-03 02:07:12.108401,2,40.722425145021504,-73.99573593694845,0.34303146347563307,220,39.25657081156648,boulevard
2025-02-03 02:07:12.108401,3,40.733641010376736,-73.98779014261946,0.3307150873170769,144,44.39076408351073,highway
2025-02-03 02:07:12.108401,4,40.74227812460102,-73.97581818605731,0.14476556419499462,55,53.87956311254489,main_street
2025-02-03 02:07:12.108401,5,40.75121401787316,-73.96745677894447,0.10853326465955151,88,49.94851561932482,highway
2025-02-03 02:07:12.108401,6,40.764679355985564,-73.95437659473458,0.15954844540752658,107,52.99914468177046,boulevard
2025-02-03 02:07:12.108401,7,40.77284325272753,-73.94427165247805,0.029676679549898693,4,57.867704206755455,boulevard
2025-02-03 02:07:12.108401,8,40.783711000405454,-73.93711661741926,0.10917632266122235,35,54.72244266558698,highway
2025-02-03 02:07:12.108401,9,40.794689903832506,-73.92456086042492,0.29723770562554885,144,40.900446526986784,avenue
2025-02-03 02:07:12.108401,10,40.803342050781126,-73.91487395219103,0.23122069932073366,147,49.14668055698829,avenue
2025-02-03 03:07:12.108401,1,40.71168937614052,-74.00668763445078,0.3184857260244219,176,44.78959836310206,highway
2025-02-03 03:07:12.108401,2,40.72214119062986,-73.99399797188372,0.0992453251037691,33,51.00056669217592,main_street
